ID,nome_receita,ingredientes,modo-de-preparo,ingredientes_cobertura,ingredientes_decoracao,video_receita,ingredientes_recheio,ingredientes_finalizacao,total-da-massa,total-da_cobertura,total-da_decoracao,total-da_finalizacao,total-do_recheio
3724,Pão de Cebola Caramelizada com IREKS PANE LIEVITO MADRE C50,"Farinha de trigo especial (50%, 5000g); IREKS PANE LIEVITO MADRE C50 (50%, 5000g); Fermento fresco (1,5%, 150g); Água (gelada) (60%, 6000ml)","Preparo do recheio: caramelizar as cebolas utilizando a manteiga e o açúcar, após frio misturar os queijos e reservar Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Descanso da massa: 60 minutos coberta com plástico, misturar o recheio na massa de forma manual e dobrar a massa em 3 partes a cada 30 minutos, repetir o processo duas vezes Peso das peças sugerido: 600 g ou no tamanho desejado Modelagem: Modelar as peças em formato de filão, alongar e colocar em cestos de pão (banneton) polvilhado com farinha de trio Fermentação: fermentar no mínimo por 18 horas sob refrigeração a 5ºC Finalização: fazer um corte central, com auxílio de um cortador de pestana Temperatura de forno: 230ºC Tempo de forneamento: fornear com vapor a 230ºC por 35 minutos ou até obter o ponto Rendimento: 36 pães de aprox. 494 g cada (com recheio)",,,,"Cebola (fatiada) (23,8%, gg); Manteiga (9,5%, gg); Açúcar (refinado) (6,35%, gg); Gorgonzola (cubos) (5,3%, gg); Parmesão (cubos) (5,3%, gg); Provolone (cubos) (5,3%, gg)",,16150,,,,5555
3726,Rosca Rústica com IREKS PANE LIEVITO MADRE C50,"Farinha de trigo especial (50%, 5000g); IREKS PANE LIEVITO MADRE C50 (50%, 5000g); Fermento fresco (1,5%, 150g); Água (gelada) (72%, 7200ml)",Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 250 g ou no tamanho desejado Descanso das peças: 60 minutos Modelagem: modelar as peças em formato de bagel Fermentação: fermentar no mínimo por 18 horas sob refrigeração a 5ºC Finalização: fazer cortes de acordo com a foto Temperatura de forno: 230ºC Tempo de forneamento: fornear com vapor a 230ºC por 35 minutos ou até obter o ponto Rendimento: 69 roscas de aprox. 206 g cada,,,,,,17350,,,,
3728,Focaccia Lievito com IREKS LIEVITO MADRE PURO | IREKS IDEAL FLEX,"Farinha de trigo especial (100%, 5000g); IREKS LIEVITO MADRE PURO (5%, 250g); IREKS IDEAL FLEX (0,6%, 30g); Azeite de oliva (5%, 250g); Sal (2%, 100g); Fermento fresco (0,7%, 35g); Água (gelada) (65%, 3250ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Descanso (temp. ambiente): reservar em um recipiente untado com azeite, dar uma dobra de 3 após 30 minutos e repetir mais duas vezes a cada 30 minutos Descanso (temp. controlada): após a última dobra, deixar sob refrigeração por 18 horas a 5ºC Peso das peças sugerido: 990 g ou no tamanho desejado Modelagem/descanso: bolear e descansar por 30 minutos coberta com plástico Finalização: abrir a massa (formato retangular), adicionar o azeite e aplicar o recheio distribuído sobre as peças Temperatura do forno: 240°C / 230°C Tempo de forneamento: fornear com vapor a 240°C, regular o forno para 230°C e assar por 25 minutos ou até obter o ponto Rendimento: 12 focaccias de aprox. 884 g cada",,,,"Pimentão vermelho (17,82%, gg); Pimentão amarelo (17,82%, gg); Cebola roxa (14,3%, gg)",,8915,,,,3567
3730,Cake Fubá com Laranja com IREKS GOLDEN CAKE FUBÁ,"IREKS GOLDEN CAKE FUBÁ (100%, 2000g); Ovos (45%, 900g); Óleo vegetal (20%, 400g); Suco integral de laranja (27,5%, 550ml)",Tempo de preparo da massa: 5 minutos na velocidade 2 (com batedor tipo raquete) Peso das peças sugerido: 350 g ou no tamanho desejado Forno lastro: fornear sem vapor a 160°C por 45 minutos ou até obter o ponto (é recomendável assar o bolo sobre uma assadeira para baixo) Forno turbo: fornear sem vapor a 140°C por 35 minutos ou até obter o ponto Finalização: misturar os ingredientes da cobertura e polvilhar sobre os bolos com auxílio de uma peneira Rendimento: 11 cakes de aprox. 336 g cada,"Açúcar refinado (10%, gg); Canela (em pó) (1%, gg)",,,,,3850,220,,,
3732,Cake Pamonha com IREKS GOLDEN CAKE MILHO VERDE,"IREKS GOLDEN CAKE MILHO VERDE (100%, 2000g); Ovos (20%, 400g); Coco ralado (6%, 120g); Leite de coco (15%, 300g); Leite integral (60%, 1200ml)",Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Peso das peças sugerido: 370 g ou no tamanho desejado Forno lastro: fornear sem vapor a 160°C por 45 minutos ou até obter o ponto Forno tubo: fornear sem vapor a 140°C por 35 minutos ou até obter o ponto Dica: assar em palha de milho Rendimento: 10 cakes de aprox. 369 g cada,,,,,,4020,,,,
3734,Queijadona com IREKS GOLDEN CAKE TAPIOCA,"IREKS GOLDEN CAKE TAPIOCA (100%, 2000g); Ovos (40%, 800g); Parmesão (ralado) (20%, 400g); Coco (ralado em flocos) (10%, 200g); Água (temperatura ambiente) (40%, 800ml); Leite de coco (30%, 600ml)",Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Peso das peças sugerido: 350 g ou no tamanho desejado Forno lastro: fornear sem vapor a 160°C por 45 minutos Forno turbo: fornear sem vapor a 140°C por 35 minutos Rendimento: 13 queijadonas de aprox. 341 g cada,,,,,,4800,,,,
3736,Cake Aipim com Pudim de Doce de Leite com IREKS GOLDEN CAKE AIPIM,"IREKS GOLDEN CAKE AIPIM (100%, 2000g); Ovos (35%, 700g); Coco ralado (6%, 120g); Leite integral (60%, 1200ml)","Tempo de preparo do pudim: com auxílio de um liquidificador misturar os ingredientes por 2 minutos, acondicionar em formas e assar em banho-maria por 20 minutos ou até obter um ponto firme, mas não totalmente cozido, reservar Tempo de preparo da massa: 3 minutos na velocidade 1 (batedor tipo raquete), dispor a massa sobre o pudim e fornear em banho-maria por 40 minutos ou até obter o ponto Peso das peças sugerido: 175 g de pudim e 280 g de massa Forno lastro: fornear sem vapor a 160°C por 45 minutos ou até obter o ponto Forno tubo: fornear sem vapor a 140°C por 35 minutos ou até obter o ponto Rendimento: 14 cakes de aprox. 425 g cada",,,,"Leite condensado (34%, gg); Creme de leite (34%, gg); Doce de leite (34%, gg); Ovos (20,5%, gg)",,4020,,,,2450
3738,Cake Chocolate com Amendoim com IREKS GOLDEN CAKE CHOCOLATE,"IREKS GOLDEN CAKE CHOCOLATE (100%, 2000g); Ovos (45%, 900g); Amendoim (picado) (20%, 400g); Óleo vegetal (20%, 400g); Água (temperatura ambiente) (30%, 600ml)","Preparo da cobertura: derreter o açúcar, adicionar os ingredientes e misturar até obter o ponto, reservar Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Peso das peças sugerido: 350 g ou no tamanho desejado Temperatura: 170°C Tempo de forneamento: 30 a 35 minutos sem vapor ou até obter o ponto Finalização: aplicar a cobertura Rendimento: 12 cakes de aprox. 470 g cada","Açúcar refinado (50%, gg); Amendoim (inteiro) (18,75%, gg); Creme de leite (27%, gg); Leite condensado (6,25%, gg)",,,,,4300,2040,,,
3740,Sanduíche Sertanejo com IREKS PÃO DE TAPIOCA C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE TAPIOCA C50 (50%, 5000g); Ovos (15%, 1500g); Fermento fresco (5%, 500g); Água (gelada) (30%, 3000ml)","Modo de preparo do recheio: misturar todos os ingredientes Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 1.200 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: bola (dividir com o auxílio de uma divisora) Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 15 minutos sem vapor ou até obter o ponto Montagem: cortar os pães ao meio e rechear os sanduíches Dica: pincelar com ovos no meio da fermentação Rendimento: 375 sanduíches de aprox. 84 g cada","Carne seca cozida (desfiada) (100%, gg); Queijo mussarela (ralado) (66,6%, gg); Catupiry (33,3%, gg); Cheiro-verde (3,3%, gg)",,,,,15000,18300,,,
3742,Pão Churros com IREKS PÃO DE LEITE C50,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE LEITE C50 (50%, 5000g); Fermento fresco (4,5%, 450g); Água (gelada) (40%, 4000ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 1 minuto na velocidade 1 Peso das peças sugerido: 900 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: bola (dividir com o auxílio de uma divisora) Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 200°C Tempo de forneamento: 15 minutos sem vapor ou até obter o ponto Montagem: passar a parte superior dos pães na margarina e posteriormente no açúcar misturado com canela. Fazer um corte de 1 cm de comprimento com auxílio de uma faca, do topo até o centro do pão. Com auxílio de uma manga de confeiteiro com bico pitanga, preencher o centro com doce de leite, finalizando conforme a foto Rendimento: 481 pães de aprox. 62 g cada",,,,"Doce de leite (144,5%, gg); Açúcar refinado (15%, gg); Margarina (derretida) (12%, gg); Canela em pó (1,5%, gg)",,14450,,,,17300
3744,Pão de Batata Doce Açucarado com IREKS PÃO DE BATATA DOCE C50,"Farinha de trigo especial (50%, 1000g); IREKS PÃO DE BATATA DOCE C50 (50%, 1000g); Ovos (15%, 300g); Margarina (com 80% de lipídios) (5%, 100g); Fermento fresco  (4%, 80g); Água (gelada) (35%, 700ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 900 g ou no tamanho desejado Descanso das peças: 900 g ou no tamanho desejado Formato: bola (dividir com auxílio de uma divisora), acondicionar 12 a 14 peças em uma assadeira redonda com 20 cm de diâmetro Fermentação: 90 minutos ou até obter o ponto Cobertura: pincelar as claras sobre o pão e polvilhar o açúcar cristal até cobrir completamente Temperatura do forno: 170°C Tempo de forneamento: 20 minutos sem vapor ou até obter o ponto Rendimento: 9 pães de aprox. 337 g cada","Açúcar cristal (100%, gg); Clara de ovo (50%, gg)",,,,,3180,270,,,
3746,Muffin Salgado com Bacon com IREKS PÃO DE MILHO ESPECIAL C50,"Farinha de trigo especial (50%, 1000g); IREKS PÃO DE MILHO ESPECIAL C50 (50%, 1000g); Ovos (37,5%, 750g); Óleo vegetal (25%, 500g); Sal (0,5%, 10g); Fermento químico (5%, 100g); Leite integral (100%, 2000ml)","Tempo de preparo da massa: com auxílio de um mixer ou liquidificador misturar por 2 minutos os ingredientes ou até obter uma mistura homogênea, adicionar o recheio na massa Peso das peças sugerido: 70 g ou no tamanho desejado Formato: muffin Temperatura do forno: 180°C Tempo de forneamento: 28 minutos sem vapor ou até obter o ponto Rendimento: 97 muffins de aprox. 65 g cada",,,,"Queijo mussarela (cubos) (100%, gg); Bacon picado (refogado) (66,5%, gg); Queijo parmesão (ralado) (16,5%, gg); Cheiro-verde (picado) (8%, gg)",,5360,,,,1435
3748,Pão de Abóbora com Coco com IREKS PÃO DE ABÓBORA C50 | IREKS GOLDEN CREME,"Farinha de trigo especial (50%, 5000g); IREKS PÃO DE ABÓBORA C50 (50%, 5000g); Margarina (com 80% de lípidios) (5%, 500g); Fermento fresco (4,5%, 450g); Água (gelada) (40%, 4000ml)","Tempo de preparo do creme: bater o produto IREKS com a água por 6 minutos na velocidade 3 (com batedor tipo globo) Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 400 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: abrir a massa, passar o recheio, espalhar o coco ralado, enrolar e cortar com espessura de 2 cm Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 15 minutos sem vapor ou até obter o ponto Dica: pincelar com ovos inteiros no meio da fermentação Rendimento: 445 pães de aprox. 48 g cada",,,,"IREKS GOLDEN CREME (100%, gg); Coco (ralado) (37,5%, gg); Água (gelada) (250%, mlml)",,14950,,,,7750
3750,Galette de Brócolis e Ricota com IREKS PANE LIEVITO MADRE C50,"Farinha de trigo especial (20%, 200g); Farinha de centeio (30%, 300g); IREKS PANE LIEVITO MADRE C50 (50%, 500g); Fermento fresco (5%, 50g); Água (gelada) (67%, 670ml)","Preparo do recheio: misturar os ingredientes, reservando o azeite Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 8 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 80 g ou no tamanho desejado Modelagem: modelar as peças em formato redondo Descanso das peças: 60 minutos cobertas com plástico Finalização: abrir em formato circular com 20 cm de diâmetro e aplicar o recheio somente no meio, fechar a massa dobrando as bordas de fora para dentro, deixando o recheio exposto, assar imediatamente e após retirar do forno regar com o azeite Temperatura do forno: 230°C Tempo de forneamento: fornear com vapor a 230°C por 10 minutos ou até obter o ponto Dica: servir com salada de folhas Total de massa crua: 3.920 g Total de massa assada: 3.606 g Rendimento: 21 galettes de aprox. 171 g cada (com recheio)",,,,"Ricota (100%, gg); Brócolis (pré-cozido) (60%, gg); Cream cheese (40%, gg); Azeite de oliva (20%, gg)",,1720,,,,2200
3752,Salmão Wellington com IREKS CROISSANT PRESTIGE,"IREKS CROISSANT PRESTIGE (100%, 1000g); Margarina folhada (40%, 400g); Fermento fresco (3%, 30g); Água (gelada) (55%, 550ml)","Preparo do recheio: para o creme de espinafre refogar a cebola com azeite de oliva, adicionar o espinafre e o cream cheese, após finalizar o creme, dividir o salmão em três partes iguais, temperar com sal e pimenta Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Montagem: abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com margarina folhada, dobrar a massa de modo que toda margarina fique envolvida na massa, a parte sem margarina sobre a parte com margarina e sobre elas a terceira parte com margarina, abrir a massa (2ª vez) novamente a uma espessura de 1 cm. Dobrar a massa em 3 camadas sobrepostas, abrir a massa (3ª vez) novamente a uma espessura de 1 cm. Novamente dobrar a massa em 3 camadas sobrepostas, reservar Descanso das peças: 10 minutos, cobertas com plástico Finalização: abrir a massa em tiras de 20 x 30 cm, distribuir o creme de espinafre deixando um terço da massa sem recheio, adicionar uma peça de salmão no meio e enrolar com a parte recheada. Cortar a massa restante em tiras e sobrepor sobre a parte recheada, pincelar com gemas Temperatura do forno: 180°C Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Dica: servir legumes grelhados como acompanhamento Total da massa crua: 3.973 g Total da massa assada: 3.337 g Rendimento: 3 unidades de aprox. 1.112 g cada (com recheio)",,,,"Salmão (filé limpo) (120%, gg); Cream cheese (50%, gg); Espinafre (20%, gg); Cebola (branca) (5%, gg); Azeite de oliva (3%, gg); Sal (1%, gg); Pimenta moída (0,3%, gg)",,1980,,,,1993
3754,Brownie com Sorvete com IREKS BROWNIE,"IREKS BROWNIE (100%, 500g); Ovos (20%, 100g); Manteiga sem sal (10%, 50g); Leite integral (UHT) (34%, 170ml)","Tempo de preparo da massa: derreter a manteiga, misturar o restante dos ingredientes por 1 minuto na velocidade 1 e 2 minutos na velocidade 2 ou até obter o ponto Peso sugerido: colocar 80 g de massa em cada forminha previamente untada Temperatura do forno: 200°C Tempo de forneamento: 8 minutos sem vapor ou até obter o ponto Dica: para garantir miolo macio e cremoso, não ultrapassar o tempo de forneamento. Servir com sorvete e frutas Total da massa crua: 820 g Total da massa assada: 779 g Rendimento: 10 brownies de aprox. 77 g cada",,,,,,820,,,,
3756,Mini Naked Chocolate com IREKS GOLDEN CAKE CHOCOLATE,"IREKS GOLDEN CAKE CHOCOLATE (100%, 2000g); Ovos (45%, 900g); Óleo vegetal (20%, 400g); Água (temperatura ambiente) (30%, 600ml)","Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Peso da massa: 1.300 g ou no tamanho desejado Formato: tabuleiro (utilizar forma tipo tabuleiro 30 x 40 cm) Temperatura: 170°C Tempo de forneamento: 30 a 35 minutos sem vapor ou até obter o ponto Ganache: misturar o chocolate com o creme de leite, mexer até formar um creme homogêneo, aguardar 24 horas para o uso Montagem: com auxílio de um cortador circular de 10 cm de diâmetro, fazer recortes na massa. Iniciar a montagem com disco de massa, aplicar com uma manga de confeitar o ganache, repetir o processo e finalizar com um disco de massa Dica: decorar conforme a foto Rendimento: 25 mini cakes de aprox. 230 g cada",,,,"Chocolate branco (derretido) (93,75%, gg); Creme de leite (UHT) (31,25%, gg)",,3900,,,,2500
3758,Bolo Surpresa de Morango com IREKS GOLDEN CAKE CHOCOLATE,"IREKS GOLDEN CAKE CHOCOLATE (100%, 2000g); Ovos  (45%, 900g); Óleo vegetal (25%, 500g); Água (temperatura ambiente) (35%, 700ml)","Tempo de preparo da massa: 3 minutos na velocidade 1 (com batedor tipo raquete) Peso da massa sugerido: 300 g ou no tamanho desejado (forma redonda com furo) Forno lastro: fornear sem vapor a 180°C por 30 minutos ou até obter o ponto Forno turbo: fornear sem vapor a 150°C por 35 minutos ou até obter o ponto Preparo do recheio/cobertura: derreter os chocolates, misturar o creme de leite até ficar homogêneo, aguardar até que fique consistente para o uso Montagem: cortar o bolo no meio, na base fazer um recorte formando uma canaleta circular para adicionar recheio e os morangos picados, sobrepor a outra parte do bolo, adicionar ganache ao centro e espatular. Decorar com as frutas Dica: utilizar confeitos e flores não tóxicas na decoração Rendimento: 13 bolos de aprox. 517 g cada",,,,"Chocolate meio amargo (100%, gg); Chocolate ao leite (100%, gg); Creme de leite UHT (150%, gg); Morango (picado) (100%, gg); Frutas vermelhas inteiras (100%, gg)",,4100,,,,3130
3760,Torta Charlotte com IREKS GOLDEN PÃO DE LÓ | IREKS GOLDEN CREME,"IREKS GOLDEN PÃO DE LÓ (100%, 2000g); Ovos (60%, 1200g); Água (temperatura ambiente) (20%, 400ml)","Tempo de preparo da massa: 1 minuto na velocidade 1, 6 minutos na velocidade 3 e mais 1 minuto na velocidade 1 (com batedor tipo globo) Peso das peças: 200 g ou no tamanho desejado Temperatura do forno: 180°C Tempo de forneamento: 25 a 30 minutos sem vapor ou até obter o ponto Modo de preparo do biscoito: 1 minuto na velocidade 1 e 4 minutos na velocidade 2, acrescentar a farinha e misturar lentamente sem bater. Com auxílio de uma mangade confeitar e um bico perlê fino, montar os biscoitos em assadeiras retangulares previamente untadas e forradas, polvilhar o açúcar cristal sobre os biscoitos e fornear a 200ºC por 4 minutos ou até obter o ponto levar ao fogo todos os ingredientes, exceto o morango, cozinhar por 4 minutos, deixar esfriar e misturar os morangos, reservar Modo de preparo do recheio: levar ao fogo todos os ingredientes, exceto o morango, cozinhar por 4 minutos, deixar esfriar e misturar os morangos, reservar Montagem: umedecer com a calda um disco de massa, adicionar recheio, sobrepor outro disco e repetir o processo. Posicionar os biscoitos em volta da torta, utilizar recheio para fixar (se necessário) e finalizar decorando com os morangos inteiros Rendimento: 5 tortas de aprox. 1.817 g cada","Leite Condensado (100%, gg); Água (temperatura ambiente) (100%, mlml)","Morangos (inteiros) (100%, gg)",,"IREKS CREME CCT (100%, gg); Leite (200%, gg); Creme de leite (200%, gg); Leite condensado (200%, gg); Gema de ovos (75%, gg); Morangos (picados) (50%, gg)","Farinha de trigo especial (30%, gg); IREKS GOLDEN PÃO DE LÓ (100%, gg); Ovos (80%, gg); Açúcar (cristal) (24%, gg)",3600,500,1000,1220,4125
3763,Pão de Hibisco com Nozes com IREKS PANE LIEVITO MADRE C50,"Farinha de trigo especial (50%, 1000g); IREKS PANE LIEVITO MADRE C50 (50%, 1000g); Nozes (12%, 240g); Azeite de oliva (4%, 80g); Fermento fresco  (1,5%, 30g); Chá de hibisco (gelado) (65%, 1300ml)","Preparo do chá: Infusionar 100 g de hibisco em 1.300 ml de água por 5 minutos, coar e reservar na geladeira Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2, adicionar nozes no final do batimento Peso das peças sugerido: 500 g ou no tamanho desejado Descanso das peças: 15 minutos, cobertas com plástico Modelagem: abrir as peças sobre a farinha, modelar em formato de filão e colocar para fermentar em cestos de pão (banneton) polvilhado com farinha de trigo Fermentação: fermentar por no mínimo 18 horas sob refrigeração a 5°C ou 45 minutos a 32ºC na estufa Finalização: fazer um corte central, com auxílio de um cortador de pestana Temperatura do forno: 230°C Tempo de forneamento: fornear com vapor a 230°C por 20 minutos ou até obter o ponto Rendimento: 7 pães de aprox. 448 g cada",,,,,,3650,,,,
3765,Toast 4 Queijos com IREKS PANE LIEVITO MADRE C50,"Farinha de trigo especial (50%, 1000g); IREKS PANE LIEVITO MADRE C50 (50%, 1000g); Alho-poró (refogado) (15%, 300g); Quejo brie (12%, 240g); Fermento fresco  (1,5%, 30g); Água (gelada) (55%, 1100ml)","Preparo do creme: derreter a manteiga, acrescentar o alho-poró, refogar levemente e adicionar a farinha de trigo mexendo por mais 2 minutos, adicionar o leite e quando ferver acrescentar o restante dos ingredientes, com exceção das amêndoas laminadas, cozinhar por mais 5 minutos em fogo baixo, sem parar de mexer, reservar Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2, adicionar alho-poró refogado com azeite de oliva e queijo brie no final do batimento e misturar na velocidade 1 Peso das peças sugerido: 500 g ou no tamanho desejado Descanso das peças: 15 minutos Formato: modelar em formato de filão Fermentação: fermentar por no mínimo 18 horas sob refrigeração a 5°C ou 45 minutos em uma estufa a 32°C Temperatura do forno: 230°C Tempo de forneamento: fornear com vapor a 230°C por 20 minutos ou até obter o ponto Finalização: fatiar o pão em 8 unidades, aplicar o creme (frio) e decorar com as amêndoas laminadas, levar ao forno para gratinar Dica: Utilizar também outros pães rústicos para produzir o toast Rendimento: 56 toasts de aprox. 107 g cada (fatia com creme)",,,,"Farinha de trigo especial (7,7%, gg); Manteiga (8,9%, gg); Queijo mussarela (ralado) (8,3%, gg); Queijo Parmesão (ralado) (6,6%, gg); Cream cheese (5,5%, gg); Queijo gorgonzola (ralado) (5,5%, gg); Alho-poró (5,5%, gg); Mix de nuts (pronto) (5,5%, gg); Damasco (desidratado) (5,5%, gg); Ameixa preta (desidratada) (5,5%, gg); Amêndoas laminadas (5,5%, gg); Pimenta (moída) (0,27%, gg); Sal (0,83%, gg); Leite (temperatura ambiente) (100%, mlml)",,3670,,,,3090
3767,Croissant com Amêndoas com IREKS CROISSANT MANTEIGA C50,"Farinha de trigo especial (50%, 1000g); IREKS CROISSANT MANTEIGA (50%, 1000g); Margarina folhada (50%, 1000g); Manteiga (7%, 140g); Fermento fresco (2%, 40g); Água (gelada) / gelo (em escamas) *recomendamos usar metade de água e metade de gelo (45%, 900ml)","Tempo de preparo do recheio: bater todos os ingredientes na batedeira com auxílio de um batedor tipo raquete durante 1 minuto na velocidade 1 e mais 8 minutos na velocidade 3 ou até obter um creme aveludado, reservar velocidade 3 ou até obter um creme aveludado, reservar Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Montagem: abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com margarina folhada, dobrar a massa de modo que toda margarina fique envolvida na massa, a parte sem margarina sobre a parte com margarina e sobre elas a terceira parte com margarina, abrir a massa (2ª vez) novamente a uma espessura de 1 cm. Dobrar a massa em 3 camadas sobrepostas, abrir a massa (3ª vez) novamente a uma espessura de 1 cm. Novamente dobrar a massa em 3 camadas sobrepostas Descanso das peças: 60 minutos, cobertas com plástico sob refrigeração Formato: cortar a massa em triângulos (21 x 15 cm) Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 25 minutos com pouco vapor ou até obter o ponto Finalização: após assar e esfriar, cortar ao meio e com o auxílio de um saco de confeitar porcionar o recheio na parte inferior do croissant, fechar e adicionar mais recheio na parte superior, finalizando com amêndoas laminadas, levar ao forno novamente pré-aquecido a 180º por 8 minutos ou até cozinhar o creme que está na parte superior, polvilhar açúcar de confeiteiro Dica: utilizar também croissants do dia anterior Rendimento: 68 croissants de aprox. 98 g cada (com recheio)",,,,"Farinha de trigo especial (30%, gg); Farinha de amêndoas (100%, gg); Manteiga (100%, gg); Manteiga (100%, gg); Ovos (100%, gg); Açúcar (mascavo) (50%, gg); Açúcar (refinado) (50%, gg); Sal (4%, gg)",,4080,,,,3996
3769,Croissant Suprême com IREKS CROISSANT MANTEIGA C50,"Farinha de trigo especial (50%, 1000g); IREKS CROISSANT MANTEIGA C50 (50%, 1000g); Margarina folhada (50%, 1000g); Fermento fresco (2%, 40g); Água (gelada) / gelo (em escamas)* Recomendamos usar metade da quantidade de água e outra metade de gelo (45%, 900ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Montagem: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com margarina folhada, dobrar a massa de modo que toda margarina fique envolvida na massa, a parte sem margarina sobre a parte com margarina e sobre elas a terceira parte com margarina, abrir a massa (2ª vez) novamente a uma espessura de 1 cm. Dobrar a massa em 3 camadas sobrepostas, abrir a massa (3ª vez) novamente a uma espessura de 1 cm. Novamente dobrar a massa em 3 camadas sobrepostas Descanso das peças: 10 minutos sob refrigeração, cobertas com plástico Formato: abrir a massa na espessura de 3,5 mm, enrolar a massa até formar um rolo de 9 cm de diâmetro, fatiar com 2,5 cm de largura e adicionar sobre um aro redondo de 12 x 3 cm Fermentação: 30 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 35 minutos com pouco vapor ou até obter o ponto Dica: rechear com creme de sua preferência e cobrir com chocolate Rendimento: 30 croissants de aprox. 114 g cada",,,,,,4080,,,,
3771,Cinnamon Roll com IREKS DONUTS C50,"Farinha de trigo especial (50%, 1000g); Fermento fresco (3%, 60g); Água (gelada) (50%, 1000ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 50 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: abrir a massa com 1 cm de espessura, aplicar o recheio e enrolar e cortar em formato cinnamon roll Fermentação: 40 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 20 minutos sem vapor ou até obter o ponto Cobertura: misturar todos os ingredientes Finalização: adicionar a cobertura sobre os cinnamons assados Dica: utilizar raspas de limão na cobertura Rendimento: 63 de cinnamons de aprox. 84 g cada","Cream cheese (100%, gg); Manteiga (amolecida) (25%, gg); Açúcar de confeiteiro (150%, gg); Essência de baunilha (6%, gg); Leite (62,5%, mlml)",,,"Açúcar (refinado) (100%, gg); Leite em pó integral (20%, gg); Canela em pó (12%, gg); Manteiga sem sal (amolecida) (4%, gg); Aroma de baunilha (1%, gg)",,3060,2060,,,685
